2025-09-25 21:11:52 | INFO | Logging to file: logs/project_log.log
2025-09-25 21:13:31 | INFO | {'message': 'I just tried Python! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 21:13:31', 'category': 'tech', 'sentiment': 0.68, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-25 21:13:36 | INFO | {'message': 'I just saw JavaScript! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-25 21:13:36', 'category': 'tech', 'sentiment': 0.97, 'keyword_mentioned': 'JavaScript', 'message_length': 37}
2025-09-25 21:13:41 | INFO | {'message': 'I just found an app! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:13:41', 'category': 'other', 'sentiment': 0.69, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-25 21:13:46 | INFO | {'message': 'I just saw a movie! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 21:13:46', 'category': 'entertainment', 'sentiment': 0.51, 'keyword_mentioned': 'movie', 'message_length': 33}
2025-09-25 21:13:51 | INFO | {'message': 'I just tried JavaScript! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-25 21:13:51', 'category': 'tech', 'sentiment': 0.62, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-25 21:13:56 | INFO | {'message': 'I just loved recipe! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:13:56', 'category': 'food', 'sentiment': 0.54, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-25 21:14:01 | INFO | {'message': 'I just shared recipe! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 21:14:01', 'category': 'food', 'sentiment': 0.64, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-25 21:14:06 | INFO | {'message': 'I just found Python! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 21:14:06', 'category': 'tech', 'sentiment': 0.97, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-25 21:14:11 | INFO | {'message': 'I just found a movie! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:14:11', 'category': 'entertainment', 'sentiment': 0.13, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-25 21:14:15 | INFO | Logging to file: logs/project_log.log
2025-09-25 21:14:15 | INFO | Log sanitization enabled, personal info removed
2025-09-25 21:14:16 | INFO | {'message': 'I just tried a story! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:14:16', 'category': 'other', 'sentiment': 0.61, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 21:14:21 | INFO | {'message': 'I just loved a meme! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-25 21:14:21', 'category': 'humor', 'sentiment': 0.13, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-25 21:14:27 | INFO | {'message': 'I just saw a trick! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-25 21:14:27', 'category': 'other', 'sentiment': 0.01, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-25 21:14:32 | INFO | {'message': 'I just tried a trick! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 21:14:32', 'category': 'other', 'sentiment': 0.51, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 21:14:37 | INFO | {'message': 'I just shared travel! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 21:14:37', 'category': 'travel', 'sentiment': 0.83, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-09-25 21:14:40 | INFO | Logging to file: logs/project_log.log
2025-09-25 21:14:40 | INFO | Log sanitization enabled, personal info removed
2025-09-25 21:14:42 | INFO | {'message': 'I just tried travel! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:14:42', 'category': 'travel', 'sentiment': 0.08, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-25 21:14:47 | INFO | {'message': 'I just saw a meme! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-25 21:14:47', 'category': 'humor', 'sentiment': 0.68, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-25 21:14:52 | INFO | {'message': 'I just tried an app! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 21:14:52', 'category': 'other', 'sentiment': 0.85, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-25 21:14:53 | WARNING | Producer interrupted by user.
2025-09-25 21:14:53 | INFO | Producer shutting down.
2025-09-25 21:25:13 | INFO | Logging to file: logs/project_log.log
2025-09-25 21:25:13 | INFO | Log sanitization enabled, personal info removed
2025-09-25 21:25:13 | INFO | Starting Producer to run continuously.
2025-09-25 21:25:13 | INFO | Use Ctrl+C to stop.
2025-09-25 21:25:13 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-25 21:25:13 | INFO | BUZZ_TOPIC: buzzline
2025-09-25 21:25:13 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-25 21:25:13 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data
2025-09-25 21:25:13 | INFO | LIVE_DATA_PATH: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/project_live.json
2025-09-25 21:25:13 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data
2025-09-25 21:25:13 | INFO | SQLITE_PATH: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite
2025-09-25 21:25:13 | INFO | Deleted existing live data file.
2025-09-25 21:25:13 | INFO | Kafka broker address: localhost:9092
2025-09-25 21:25:14 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'N6hvXfg2QL-uPxvF0foOZQ', 'controller_id': 1}
2025-09-25 21:25:16 | WARNING | WARNING: Kafka setup failed: NoBrokersAvailable
2025-09-25 21:25:16 | INFO | {'message': 'I just tried a trick! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 21:25:16', 'category': 'other', 'sentiment': 0.53, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 21:25:21 | INFO | {'message': 'I just shared travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 21:25:21', 'category': 'travel', 'sentiment': 0.54, 'keyword_mentioned': 'travel', 'message_length': 38}
2025-09-25 21:25:26 | INFO | {'message': 'I just shared a story! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:25:26', 'category': 'other', 'sentiment': 0.2, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-25 21:25:29 | INFO | Logging to file: logs/project_log.log
2025-09-25 21:25:29 | INFO | Log sanitization enabled, personal info removed
2025-09-25 21:25:29 | INFO | Starting Consumer to run continuously.
2025-09-25 21:25:29 | INFO | Things can fail or get interrupted, so use a try block.
2025-09-25 21:25:29 | INFO | Moved .env variables into a utils config module.
2025-09-25 21:25:29 | INFO | STEP 1. Read environment variables using new config functions.
2025-09-25 21:25:29 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-25 21:25:29 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data
2025-09-25 21:25:29 | INFO | LIVE_DATA_PATH: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/project_live.json
2025-09-25 21:25:29 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data
2025-09-25 21:25:29 | INFO | SQLITE_PATH: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite
2025-09-25 21:25:29 | INFO | SUCCESS: Read environment variables.
2025-09-25 21:25:30 | INFO | STEP 2. Delete any prior database file for a fresh start.
2025-09-25 21:25:30 | INFO | STEP 3. Initialize a new database with an empty table.
2025-09-25 21:25:30 | INFO | Calling SQLite init_db() with {db_path=}.
2025-09-25 21:25:30 | INFO | SUCCESS: Got a cursor to execute SQL.
2025-09-25 21:25:30 | INFO | SUCCESS: Database initialized and table ready at C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite.
2025-09-25 21:25:30 | INFO | STEP 4. Begin consuming and storing messages.
2025-09-25 21:25:30 | INFO | Called consume_messages_from_file() with:
2025-09-25 21:25:30 | INFO |    live_data_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/project_live.json')
2025-09-25 21:25:30 | INFO |    sql_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:30 | INFO |    interval_secs=5
2025-09-25 21:25:30 | INFO |    last_position=0
2025-09-25 21:25:30 | INFO | 1. Initialize the database.
2025-09-25 21:25:30 | INFO | Calling SQLite init_db() with {db_path=}.
2025-09-25 21:25:30 | INFO | SUCCESS: Got a cursor to execute SQL.
2025-09-25 21:25:30 | INFO | SUCCESS: Database initialized and table ready at C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite.
2025-09-25 21:25:30 | INFO | 2. Set the last position to 0 to start at the beginning of the file.
2025-09-25 21:25:30 | INFO | 3. Read from live data file at position 0.
2025-09-25 21:25:30 | INFO | Processed message: {'message': 'I just tried a trick! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 21:25:16', 'category': 'other', 'sentiment': 0.53, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 21:25:30 | INFO | Calling SQLite insert_message() with:
2025-09-25 21:25:30 | INFO | message={'message': 'I just tried a trick! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 21:25:16', 'category': 'other', 'sentiment': 0.53, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 21:25:30 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:30 | INFO | Inserted one message into the database.
2025-09-25 21:25:30 | INFO | Processed message: {'message': 'I just shared travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 21:25:21', 'category': 'travel', 'sentiment': 0.54, 'keyword_mentioned': 'travel', 'message_length': 38}
2025-09-25 21:25:30 | INFO | Calling SQLite insert_message() with:
2025-09-25 21:25:30 | INFO | message={'message': 'I just shared travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 21:25:21', 'category': 'travel', 'sentiment': 0.54, 'keyword_mentioned': 'travel', 'message_length': 38}
2025-09-25 21:25:30 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:30 | INFO | Inserted one message into the database.
2025-09-25 21:25:30 | INFO | Processed message: {'message': 'I just shared a story! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:25:26', 'category': 'other', 'sentiment': 0.2, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-25 21:25:30 | INFO | Calling SQLite insert_message() with:
2025-09-25 21:25:30 | INFO | message={'message': 'I just shared a story! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:25:26', 'category': 'other', 'sentiment': 0.2, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-25 21:25:30 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:30 | INFO | Inserted one message into the database.
2025-09-25 21:25:30 | INFO | TRY/FINALLY: Consumer shutting down.
2025-09-25 21:25:31 | INFO | {'message': 'I just saw a meme! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 21:25:31', 'category': 'humor', 'sentiment': 0.06, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-25 21:25:36 | INFO | {'message': 'I just tried a meme! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 21:25:36', 'category': 'humor', 'sentiment': 0.68, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 21:25:41 | INFO | {'message': 'I just loved a story! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-25 21:25:41', 'category': 'other', 'sentiment': 0.2, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 21:25:46 | INFO | {'message': 'I just saw travel! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:25:46', 'category': 'travel', 'sentiment': 0.0, 'keyword_mentioned': 'travel', 'message_length': 33}
2025-09-25 21:25:51 | INFO | {'message': 'I just saw JavaScript! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-25 21:25:51', 'category': 'tech', 'sentiment': 0.12, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-25 21:25:55 | INFO | Logging to file: logs/project_log.log
2025-09-25 21:25:55 | INFO | Log sanitization enabled, personal info removed
2025-09-25 21:25:55 | INFO | Starting Consumer to run continuously.
2025-09-25 21:25:55 | INFO | Things can fail or get interrupted, so use a try block.
2025-09-25 21:25:55 | INFO | Moved .env variables into a utils config module.
2025-09-25 21:25:55 | INFO | STEP 1. Read environment variables using new config functions.
2025-09-25 21:25:55 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-25 21:25:55 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data
2025-09-25 21:25:55 | INFO | LIVE_DATA_PATH: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/project_live.json
2025-09-25 21:25:55 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data
2025-09-25 21:25:55 | INFO | SQLITE_PATH: C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite
2025-09-25 21:25:55 | INFO | SUCCESS: Read environment variables.
2025-09-25 21:25:55 | INFO | STEP 2. Delete any prior database file for a fresh start.
2025-09-25 21:25:55 | INFO | SUCCESS: Deleted database file.
2025-09-25 21:25:55 | INFO | STEP 3. Initialize a new database with an empty table.
2025-09-25 21:25:55 | INFO | Calling SQLite init_db() with {db_path=}.
2025-09-25 21:25:55 | INFO | SUCCESS: Got a cursor to execute SQL.
2025-09-25 21:25:56 | INFO | SUCCESS: Database initialized and table ready at C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite.
2025-09-25 21:25:56 | INFO | STEP 4. Begin consuming and storing messages.
2025-09-25 21:25:56 | INFO | Called consume_messages_from_file() with:
2025-09-25 21:25:56 | INFO |    live_data_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/project_live.json')
2025-09-25 21:25:56 | INFO |    sql_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:56 | INFO |    interval_secs=5
2025-09-25 21:25:56 | INFO |    last_position=0
2025-09-25 21:25:56 | INFO | 1. Initialize the database.
2025-09-25 21:25:56 | INFO | Calling SQLite init_db() with {db_path=}.
2025-09-25 21:25:56 | INFO | SUCCESS: Got a cursor to execute SQL.
2025-09-25 21:25:56 | INFO | SUCCESS: Database initialized and table ready at C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite.
2025-09-25 21:25:56 | INFO | 2. Set the last position to 0 to start at the beginning of the file.
2025-09-25 21:25:56 | INFO | 3. Read from live data file at position 0.
2025-09-25 21:25:56 | INFO | Processed message: {'message': 'I just tried a trick! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 21:25:16', 'category': 'other', 'sentiment': 0.53, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 21:25:56 | INFO | Calling SQLite insert_message() with:
2025-09-25 21:25:56 | INFO | message={'message': 'I just tried a trick! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 21:25:16', 'category': 'other', 'sentiment': 0.53, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 21:25:56 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:56 | INFO | Inserted one message into the database.
2025-09-25 21:25:56 | INFO | Processed message: {'message': 'I just shared travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 21:25:21', 'category': 'travel', 'sentiment': 0.54, 'keyword_mentioned': 'travel', 'message_length': 38}
2025-09-25 21:25:56 | INFO | Calling SQLite insert_message() with:
2025-09-25 21:25:56 | INFO | message={'message': 'I just shared travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 21:25:21', 'category': 'travel', 'sentiment': 0.54, 'keyword_mentioned': 'travel', 'message_length': 38}
2025-09-25 21:25:56 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:56 | INFO | Inserted one message into the database.
2025-09-25 21:25:56 | INFO | Processed message: {'message': 'I just shared a story! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:25:26', 'category': 'other', 'sentiment': 0.2, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-25 21:25:56 | INFO | Calling SQLite insert_message() with:
2025-09-25 21:25:56 | INFO | message={'message': 'I just shared a story! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:25:26', 'category': 'other', 'sentiment': 0.2, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-25 21:25:56 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:56 | INFO | Inserted one message into the database.
2025-09-25 21:25:56 | INFO | Processed message: {'message': 'I just saw a meme! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 21:25:31', 'category': 'humor', 'sentiment': 0.06, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-25 21:25:56 | INFO | Calling SQLite insert_message() with:
2025-09-25 21:25:56 | INFO | message={'message': 'I just saw a meme! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 21:25:31', 'category': 'humor', 'sentiment': 0.06, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-25 21:25:56 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:56 | INFO | Inserted one message into the database.
2025-09-25 21:25:56 | INFO | Processed message: {'message': 'I just tried a meme! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 21:25:36', 'category': 'humor', 'sentiment': 0.68, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 21:25:56 | INFO | Calling SQLite insert_message() with:
2025-09-25 21:25:56 | INFO | message={'message': 'I just tried a meme! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-25 21:25:36', 'category': 'humor', 'sentiment': 0.68, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-25 21:25:56 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:56 | INFO | Inserted one message into the database.
2025-09-25 21:25:56 | INFO | Processed message: {'message': 'I just loved a story! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-25 21:25:41', 'category': 'other', 'sentiment': 0.2, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 21:25:56 | INFO | Calling SQLite insert_message() with:
2025-09-25 21:25:56 | INFO | message={'message': 'I just loved a story! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-25 21:25:41', 'category': 'other', 'sentiment': 0.2, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 21:25:56 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:56 | INFO | Inserted one message into the database.
2025-09-25 21:25:56 | INFO | Processed message: {'message': 'I just saw travel! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:25:46', 'category': 'travel', 'sentiment': 0.0, 'keyword_mentioned': 'travel', 'message_length': 33}
2025-09-25 21:25:56 | INFO | Calling SQLite insert_message() with:
2025-09-25 21:25:56 | INFO | message={'message': 'I just saw travel! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:25:46', 'category': 'travel', 'sentiment': 0.0, 'keyword_mentioned': 'travel', 'message_length': 33}
2025-09-25 21:25:56 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:56 | INFO | Inserted one message into the database.
2025-09-25 21:25:56 | INFO | Processed message: {'message': 'I just saw JavaScript! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-25 21:25:51', 'category': 'tech', 'sentiment': 0.12, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-25 21:25:56 | INFO | Calling SQLite insert_message() with:
2025-09-25 21:25:56 | INFO | message={'message': 'I just saw JavaScript! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-25 21:25:51', 'category': 'tech', 'sentiment': 0.12, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-25 21:25:56 | INFO | db_path=WindowsPath('C:/Users/USER/Documents/44671/buzzline-05-dowdle/data/buzz.sqlite')
2025-09-25 21:25:56 | INFO | Inserted one message into the database.
2025-09-25 21:25:56 | INFO | TRY/FINALLY: Consumer shutting down.
2025-09-25 21:25:56 | INFO | {'message': 'I just found an app! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:25:56', 'category': 'other', 'sentiment': 0.0, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-25 21:26:01 | INFO | {'message': 'I just tried a story! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:26:01', 'category': 'other', 'sentiment': 0.26, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-25 21:26:06 | INFO | {'message': 'I just saw game! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:26:06', 'category': 'gaming', 'sentiment': 0.81, 'keyword_mentioned': 'game', 'message_length': 31}
2025-09-25 21:26:11 | INFO | {'message': 'I just saw travel! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 21:26:11', 'category': 'travel', 'sentiment': 0.65, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-25 21:26:16 | INFO | {'message': 'I just tried travel! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:26:16', 'category': 'travel', 'sentiment': 0.48, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-25 21:26:21 | INFO | {'message': 'I just loved Python! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-25 21:26:21', 'category': 'tech', 'sentiment': 0.73, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-25 21:26:26 | INFO | {'message': 'I just tried game! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 21:26:26', 'category': 'gaming', 'sentiment': 0.17, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-25 21:26:31 | INFO | {'message': 'I just tried game! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-25 21:26:31', 'category': 'gaming', 'sentiment': 0.79, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-25 21:26:36 | INFO | {'message': 'I just saw an app! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:26:36', 'category': 'other', 'sentiment': 0.73, 'keyword_mentioned': 'other', 'message_length': 32}
2025-09-25 21:26:41 | INFO | {'message': 'I just found an app! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 21:26:41', 'category': 'other', 'sentiment': 0.81, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-25 21:26:46 | INFO | {'message': 'I just found Python! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-25 21:26:46', 'category': 'tech', 'sentiment': 0.7, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-25 21:26:51 | INFO | {'message': 'I just shared a story! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-25 21:26:51', 'category': 'other', 'sentiment': 0.89, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-25 21:26:56 | INFO | {'message': 'I just tried an app! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-25 21:26:56', 'category': 'other', 'sentiment': 0.8, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-25 21:27:01 | INFO | {'message': 'I just saw a story! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-25 21:27:01', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-25 21:27:06 | INFO | {'message': 'I just found Python! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:27:06', 'category': 'tech', 'sentiment': 0.88, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-25 21:27:11 | INFO | {'message': 'I just shared recipe! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:27:11', 'category': 'food', 'sentiment': 0.59, 'keyword_mentioned': 'recipe', 'message_length': 38}
2025-09-25 21:27:16 | INFO | {'message': 'I just found travel! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-25 21:27:16', 'category': 'travel', 'sentiment': 0.5, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-25 21:27:21 | INFO | {'message': 'I just saw JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 21:27:21', 'category': 'tech', 'sentiment': 0.63, 'keyword_mentioned': 'JavaScript', 'message_length': 36}
2025-09-25 21:27:26 | INFO | {'message': 'I just shared a movie! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-25 21:27:26', 'category': 'entertainment', 'sentiment': 0.28, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-09-25 21:27:31 | INFO | {'message': 'I just tried a story! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-25 21:27:31', 'category': 'other', 'sentiment': 0.0, 'keyword_mentioned': 'other', 'message_length': 35}
